word,romanization,sense_id,sense_gloss,sentence,sentence_key
ರಸ,rasa,4,Liquid/nectar,ರೇಸ ರಸದ ಎಳೆ ಮಧುರ.,ರೇಸ ರಸದ ಎಳೆ ಮಧುರ
ರಸ,rasa,5,Artistic mood,ನಟನ ಅಭಿನಯ ರಸವನ್ನು ಹೃದಯಕ್ಕೆ ಸೇರಿಸುತ್ತದೆ.,ನಟನ ಅಭಿನಯ ರಸವನ್ನು ಹೃದಯಕ್ಕೆ ಸೇರಿಸುತ್ತದೆ
ರಸ,rasa,5,Artistic mood,ಕ್ಷಿತಿಜರ ನೃತ್ಯ ಏಕ ರಸದಿಂದ ತುಂಬಿತ್ತು.,ಕ್ಷಿತಿಜರ ನೃತ್ಯ ಏಕ ರಸದಿಂದ ತುಂಬಿತ್ತು
ಅರ್ಥ,artha,1,Meaning/sense,ಈ ಮಾತುಗಳ ಅರ್ಥ ತೃಪ್ತಿದಾಯಕವಾಗಿದೆ.,ಈ ಮಾತುಗಳ ಅರ್ಥ ತೃಪ್ತಿದಾಯಕವಾಗಿದೆ
ಅರ್ಥ,artha,1,Meaning/sense,ಪದದ ಅರ್ಥ ತಿಳಿಸಿ.,ಪದದ ಅರ್ಥ ತಿಳಿಸಿ
ಅರ್ಥ,artha,2,Wealth/property,ಸಭೆ ಅರ್ಥ ಸೂಚಿಸಿದೆ.,ಸಭೆ ಅರ್ಥ ಸೂಚಿಸಿದೆ
ಅರ್ಥ,artha,2,Wealth/property,ಅರ್ಥ ಪಾಲಿಸುವುದು ಅವಶ್ಯಕ.,ಅರ್ಥ ಪಾಲಿಸುವುದು ಅವಶ್ಯಕ
ಅರ್ಥ,artha,3,Purpose/goal,ಯುವಕನ ಅರ್ಥ ಉನ್ನತಿಯಿತು.,ಯುವಕನ ಅರ್ಥ ಉನ್ನತಿಯಿತು
ಅರ್ಥ,artha,3,Purpose/goal,ಈ ಪ್ರಯೋಗದ ಅರ್ಥ ತಪ್ಪಾದ ವಿಷಯ ಪಕ್ಷೀಕರಿಸುವುದು.,ಈ ಪ್ರಯೋಗದ ಅರ್ಥ ತಪ್ಪಾದ ವಿಷಯ ಪಕ್ಷೀಕರಿಸುವುದು
ಅರ್ಥ,artha,4,Value/significance,ಆ ರತ್ನದ ಅರ್ಥ ತುಂಬಾ ಹೆಚ್ಚು.,ಆ ರತ್ನದ ಅರ್ಥ ತುಂಬಾ ಹೆಚ್ಚು
ಅರ್ಥ,artha,4,Value/significance,ಮಾನವ ಜೀವನದ ಅರ್ಥ ಅಮೂಲ್ಯ.,ಮಾನವ ಜೀವನದ ಅರ್ಥ ಅಮೂಲ್ಯ
ನೀಡ,nīḍa,1,Nest,ಪಕ್ಷಿಯ ನೀಡ ವೃಕ್ಷದ ಮೇಲೆ ಇದೆ.,ಪಕ್ಷಿಯ ನೀಡ ವೃಕ್ಷದ ಮೇಲೆ ಇದೆ
ನೀಡ,nīḍa,1,Nest,ಸೂಕನಲ್ಲಿ ನೀಡ ತಿರಿಯುತ್ತೆ.,ಸೂಕನಲ್ಲಿ ನೀಡ ತಿರಿಯುತ್ತೆ
ನೀಡ,nīḍa,2,Home/dwelling,ಬೆಕೆಲೆಗಾಗಿ ಪರಿವಾರದ ನೀಡ ನಿರ್ಮಾಣ ಮಾಡಿದರು.,ಬೆಕೆಲೆಗಾಗಿ ಪರಿವಾರದ ನೀಡ ನಿರ್ಮಾಣ ಮಾಡಿದರು
ನೀಡ,nīḍa,2,Home/dwelling,ಹೊಸ ನೀಡಕ್ಕೆ ಸ್ವಾಗತ.,ಹೊಸ ನೀಡಕ್ಕೆ ಸ್ವಾಗತ
ನೀಡ,nīḍa,3,Abode (spiritual),ಪ್ರಭುನ ನೀಡ ನೀತಿಸೋಪಾನದಲ್ಲಿ.,ಪ್ರಭುನ ನೀಡ ನೀತಿಸೋಪಾನದಲ್ಲಿ
ನೀಡ,nīḍa,3,Abode (spiritual),ಆತ್ಮನ ಚಿರಂತನ ನೀಡ ಅತೀಂದ್ರಿಯ.,ಆತ್ಮನ ಚಿರಂತನ ನೀಡ ಅತೀಂದ್ರಿಯ
ತೆಗೆ,tege,1,Take/grab,ನನ್ನ ಹಸ್ತ ತೆಗೆ.,ನನ್ನ ಹಸ್ತ ತೆಗೆ
ತೆಗೆ,tege,1,Take/grab,ಹಾಕುಮಾರಿಗೆ ನಕ್ಷತ್ರ ತೆಗೆದು ಕೊಟ್ಟರು.,ಹಾಕುಮಾರಿಗೆ ನಕ್ಷತ್ರ ತೆಗೆದು ಕೊಟ್ಟರು
ತೆಗೆ,tege,2,Remove/extract,ಹೋಗಿ ಮೇಲಿನ ತಗರು ತೆಗೆದುಕೊ.,ಹೋಗಿ ಮೇಲಿನ ತಗರು ತೆಗೆದುಕೊ
ತೆಗೆ,tege,2,Remove/extract,ಕಂಕುದಿಂದ ಮುಖ್ಯ ಕೆಲಸ ತೆಗೆದುಕೊ.,ಕಂಕುದಿಂದ ಮುಖ್ಯ ಕೆಲಸ ತೆಗೆದುಕೊ
ತೆಗೆ,tege,3,Pick up,ನೆಲದಿಂದ ಪಿಸು ತೆಗೆದುಕೊ.,ನೆಲದಿಂದ ಪಿಸು ತೆಗೆದುಕೊ
ತೆಗೆ,tege,3,Pick up,ಹೊರಗಿನ ಸೂಪ ತೆಗೆದುಕೊಂಡೆ.,ಹೊರಗಿನ ಸೂಪ ತೆಗೆದುಕೊಂಡೆ
ತೆಗೆ,tege,4,Capture/catch,ಗುರಿನೆ ಬಾರಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ.,ಗುರಿನೆ ಬಾರಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ
ತೆಗೆ,tege,4,Capture/catch,ಪ್ರಾಣಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡರು.,ಪ್ರಾಣಿ ಪರೀಕ್ಷೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡರು
ಕೊಡು,koḍu,1,Give,ಆನೆಗೆ ಒಣಹೂವು ಕೊಡಿ.,ಆನೆಗೆ ಒಣಹೂವು ಕೊಡಿ
ಕೊಡು,koḍu,1,Give,ನನಗೆ ನೀರು ಕೊಡಿ.,ನನಗೆ ನೀರು ಕೊಡಿ
ಕೊಡು,koḍu,2,Offer/present,ದೇವರಿಗೆ ಹೂವು ಕೊಡುವುದು ಸಂಪ್ರದಾಯ.,ದೇವರಿಗೆ ಹೂವು ಕೊಡುವುದು ಸಂಪ್ರದಾಯ
ಕೊಡು,koḍu,2,Offer/present,ಅತಿಥಿಗೆ ಆಸನ ಕೊಡಿ.,ಅತಿಥಿಗೆ ಆಸನ ಕೊಡಿ
ಕೊಡು,koḍu,3,Deal (a blow),ಶತ್ರುವಿಗೆ ಭೀಷಣ ಪ್ರಹಾರ ಕೊಡುತ್ತೆ.,ಶತ್ರುವಿಗೆ ಭೀಷಣ ಪ್ರಹಾರ ಕೊಡುತ್ತೆ
ಕೊಡು,koḍu,3,Deal (a blow),ತೊಡೆಯಿಂದ ಥಳಿ ಕೊಟ್ಟನಳೆ.,ತೊಡೆಯಿಂದ ಥಳಿ ಕೊಟ್ಟನಳೆ
ಕೊಡು,koḍu,4,Produce/yield,ಗಿರುಗಳ ಹಾಕುಮಾರಿ ಬೆಳ್ಳಳಿ ಕೊಡುತ್ತವೆ.,ಗಿರುಗಳ ಹಾಕುಮಾರಿ ಬೆಳ್ಳಳಿ ಕೊಡುತ್ತವೆ
ಕೊಡು,koḍu,4,Produce/yield,ಕ್ಷೇತ್ರ ಸಂಪೂರ್ಣ ಫಸಲಿ ಕೊಡುತ್ತಿದೆ.,ಕ್ಷೇತ್ರ ಸಂಪೂರ್ಣ ಫಸಲಿ ಕೊಡುತ್ತಿದೆ
ನೋಡು,nōḍu,1,See/look,ಆಕಾಶ ನೋಡಿ.,ಆಕಾಶ ನೋಡಿ
ನೋಡು,nōḍu,1,See/look,ಒಟ್ಟಿಗೆ ಏನು ನೋಡುತ್ತೀಯ?,ಒಟ್ಟಿಗೆ ಏನು ನೋಡುತ್ತೀಯ
ನೋಡು,nōḍu,2,Watch/observe,ಸಿನೆಮಾ ನೋಡುವುದು ಆನಂದ.,ಸಿನೆಮಾ ನೋಡುವುದು ಆನಂದ
ನೋಡು,nōḍu,2,Watch/observe,ಕಡಿಮೆ ಮಾರುಕಟ್ಟೆ ನೋಡೊಳ್ಳಿ.,ಕಡಿಮೆ ಮಾರುಕಟ್ಟೆ ನೋಡೊಳ್ಳಿ
ನೋಡು,nōḍu,3,Meet,ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ.,ನನ್ನ ಸ್ನೇಹಿತ ನೀಡೆ ನೋಡುತ್ತೆ
ನೋಡು,nōḍu,3,Meet,ರಾತ್ರಿ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ.,ರಾತ್ರಿ ನಿಮ್ಮನ್ನು ನೋಡುತ್ತೇನೆ
ನೋಡು,nōḍu,4,Check/examine,ಸರಿಪೊತ್ತು ನೋಡಿ.,ಸರಿಪೊತ್ತು ನೋಡಿ
ನೋಡು,nōḍu,4,Check/examine,ಚಿಕಿತ್ಸಕ ರೋಗಿಯನ್ನು ನೋಡಿದರು.,ಚಿಕಿತ್ಸಕ ರೋಗಿಯನ್ನು ನೋಡಿದರು
ಸಾಕು,sāku,1,Be enough/suffice,ಇಷ್ಟು ಸಾಕು.,ಇಷ್ಟು ಸಾಕು
ಸಾಕು,sāku,1,Be enough/suffice,ಹಣ ಸಾಕುದೆ?,ಹಣ ಸಾಕುದೆ
ಸಾಕು,sāku,2,Raise/rear (animals),ಹಸು ಸಾಕುವುದು ಅಸಾಧಾರಣ.,ಹಸು ಸಾಕುವುದು ಅಸಾಧಾರಣ
ಸಾಕು,sāku,2,Raise/rear (animals),ಗುರುಗಳನ್ನು ಸಾಕಿದೆ.,ಗುರುಗಳನ್ನು ಸಾಕಿದೆ
ಸಾಕು,sāku,3,Endure/tolerate,ಈ ನೋವು ಸಾಕಲಾರೆ.,ಈ ನೋವು ಸಾಕಲಾರೆ
ಸಾಕು,sāku,3,Endure/tolerate,ಹೆಚ್ಚು ಅವಮಾನ ಸಾಕಬಾರದು.,ಹೆಚ್ಚು ಅವಮಾನ ಸಾಕಬಾರದು
ಧರಿಸು,dharisu,1,Wear/put on,ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ.,ಹೊಸ ಬಟ್ಟೆ ಧರಿಸಿ
ಧರಿಸು,dharisu,1,Wear/put on,ಮುಖವಾಣಿ ಧರಿಸಿ.,ಮುಖವಾಣಿ ಧರಿಸಿ
ಧರಿಸು,dharisu,2,Carry/hold,ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು.,ಅಸ್ತ್ರ ಧರಿಸಿ ಯುದ್ಧಕ್ಕೆ ಬಂದರು
ಧರಿಸು,dharisu,2,Carry/hold,ಮಾದರಿ ಧರಿಸಿ ಹೋಗುತ್ತೆ.,ಮಾದರಿ ಧರಿಸಿ ಹೋಗುತ್ತೆ
ಧರಿಸು,dharisu,3,"Bear/sustain (weight, responsibility)",ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ.,ಭೂಮಿಯ ಸಾಕಷ್ಟು ಸೋಂಕುಗಳನ್ನು ಧರಿಸಿದೆ
ಧರಿಸು,dharisu,3,"Bear/sustain (weight, responsibility)",ಕುಟುಂಬದ ನೈತಿಕ ಧರಿಸುವುದು ಅವಶ್ಯಕ.,ಕುಟುಂಬದ ನೈತಿಕ ಧರಿಸುವುದು ಅವಶ್ಯಕ
ಬರು,baru,1,Come,ನಾಳೆ ನನ್ನ ಮನೆಗೆ ಬಾರು.,ನಾಳೆ ನನ್ನ ಮನೆಗೆ ಬಾರು
ಬರು,baru,1,Come,ಕಡಿಮೆ ಕರೆ ಸುಗಿಕೊ ಬರುತ್ತೆ.,ಕಡಿಮೆ ಕರೆ ಸುಗಿಕೊ ಬರುತ್ತೆ
ಬರು,baru,2,Arrive,ರೈಲು ಸಮಯಕ್ಕೆ ಬರುತ್ತಿದೆ.,ರೈಲು ಸಮಯಕ್ಕೆ ಬರುತ್ತಿದೆ
ಬರು,baru,2,Arrive,ಮೇಲಿನ ಸಿಡಿ ಹಠಾತ್ತು ಬರುತ್ತೆ.,ಮೇಲಿನ ಸಿಡಿ ಹಠಾತ್ತು ಬರುತ್ತೆ
ಬರು,baru,3,Occur/happen,ಇದೇ ಆಕಸ್ಮಾತ್ ಘಟನೆ ಕಾಲೇ ಕಾಲೇ ಬರುತ್ತದೆ.,ಇದೇ ಆಕಸ್ಮಾತ್ ಘಟನೆ ಕಾಲೇ ಕಾಲೇ ಬರುತ್ತದೆ
ಬರು,baru,3,Occur/happen,ಶೀತ ಋತುವು ಬರುತ್ತಿದೆ.,ಶೀತ ಋತುವು ಬರುತ್ತಿದೆ
ಬರು,baru,4,Become (with adjective),ಅವನು ಅರಸನಾಗಿ ಬರುತ್ತೀಯ.,ಅವನು ಅರಸನಾಗಿ ಬರುತ್ತೀಯ
ಬರು,baru,4,Become (with adjective),ನೀ ಶಕ್ತಿಶಾಳಿಯಾಗಿ ಬರಿ.,ನೀ ಶಕ್ತಿಶಾಳಿಯಾಗಿ ಬರಿ
ಹೋಗು,hōgu,1,Go/depart,ಪರೀಕ್ಷೆಗೆ ಹೋಗಿ.,ಪರೀಕ್ಷೆಗೆ ಹೋಗಿ
ಹೋಗು,hōgu,1,Go/depart,ನನ್ನ ಕಾರು ಹೋಗುತ್ತಿದೆ.,ನನ್ನ ಕಾರು ಹೋಗುತ್ತಿದೆ
ಹೋಗು,hōgu,2,Move away,"ಮುಂದೆ ಹೋಗಿ, ಜಾರುವುದು ಹೋಗುತ್ತೆ.","ಮುಂದೆ ಹೋಗಿ, ಜಾರುವುದು ಹೋಗುತ್ತೆ"
ಹೋಗು,hōgu,2,Move away,ಕೋಣೆಯಿಂದ ಹೋಗಿ.,ಕೋಣೆಯಿಂದ ಹೋಗಿ
ಹೋಗು,hōgu,3,Disappear,ಅಲೋಕು ಹೋಗಿ.,ಅಲೋಕು ಹೋಗಿ
ಹೋಗು,hōgu,3,Disappear,ಸೂರ್ಯ ದಿಗಂತದ ಹೆಚ್ಚಿನ ಹೋಗಿ.,ಸೂರ್ಯ ದಿಗಂತದ ಹೆಚ್ಚಿನ ಹೋಗಿ
ಹೋಗು,hōgu,4,Elapse (time),ದಿನ ಸರಿಸರಿ ಹೋಗುತ್ತಿದೆ.,ದಿನ ಸರಿಸರಿ ಹೋಗುತ್ತಿದೆ
ಹೋಗು,hōgu,4,Elapse (time),ವರ್ಷ ಬೇಗ ಹೋದೆ.,ವರ್ಷ ಬೇಗ ಹೋದೆ
ಮಾಡು,māḍu,1,Make/create,ಚಿತ್ರ ಸೃಷ್ಟಿ ಮಾಡಿ.,ಚಿತ್ರ ಸೃಷ್ಟಿ ಮಾಡಿ
ಮಾಡು,māḍu,1,Make/create,ಕಟಣೆ ಮಾಡುತ್ತೇನೆ.,ಕಟಣೆ ಮಾಡುತ್ತೇನೆ
ಮಾಡು,māḍu,2,Do/perform,ಕೆಲಸ ಮಾಡಿ.,ಕೆಲಸ ಮಾಡಿ
ಮಾಡು,māḍu,2,Do/perform,ಸಹಾಯ ಮಾಡಿ.,ಸಹಾಯ ಮಾಡಿ
ಮಾಡು,māḍu,3,Prepare,ಆಹಾರ ಮಾಡುತ್ತೇನೆ.,ಆಹಾರ ಮಾಡುತ್ತೇನೆ
ಮಾಡು,māḍu,3,Prepare,ಬಾರ ಮಾಡುವುದು ಪುರಸ್ಕಾರ.,ಬಾರ ಮಾಡುವುದು ಪುರಸ್ಕಾರ
ಮಾಡು,māḍu,4,Cause,ಸಮಸ್ಯೆ ಮಾಡಿದೆ.,ಸಮಸ್ಯೆ ಮಾಡಿದೆ
ಮಾಡು,māḍu,4,Cause,ಕೆಸರು ಮಾಡುವುದು ಸುಗಮ.,ಕೆಸರು ಮಾಡುವುದು ಸುಗಮ
ಮಾಡು,māḍu,5,Treat/handle,ರೋಗಿಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಿ.,ರೋಗಿಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಿ
ಮಾಡು,māḍu,5,Treat/handle,ಸಮಸ್ಯೆಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಬೇಕು.,ಸಮಸ್ಯೆಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಬೇಕು
ಹೊಡೆ,hoḍe,1,Hit/strike,ಮೇಜಿನ ಮೇಲೆ ಹೊಡೆಯಿರಿ.,ಮೇಜಿನ ಮೇಲೆ ಹೊಡೆಯಿರಿ
ಹೊಡೆ,hoḍe,1,Hit/strike,ದುರ್ಬಲ ಲೋಕದ ಬೇಡಿ ಹೊಡೆಯುವುದು.,ದುರ್ಬಲ ಲೋಕದ ಬೇಡಿ ಹೊಡೆಯುವುದು
ಹೊಡೆ,hoḍe,2,Beat/thrash,ಸರೀ ಪದಾರ್ಥವು ತೋಟದಲ್ಲಿ ಹೊಡೆದನು.,ಸರೀ ಪದಾರ್ಥವು ತೋಟದಲ್ಲಿ ಹೊಡೆದನು
ಹೊಡೆ,hoḍe,2,Beat/thrash,ಗಂಡುಸಾಪು ಹೊಡೆಯಿರಿ.,ಗಂಡುಸಾಪು ಹೊಡೆಯಿರಿ
ಹೊಡೆ,hoḍe,3,Sound (a bell),ಬೆಲ್ ಹೊಡೆಯಿರಿ.,ಬೆಲ್ ಹೊಡೆಯಿರಿ
ಹೊಡೆ,hoḍe,3,Sound (a bell),ಮಾಂತ್ರಿಕ ಘಂಟೆ ಹೊಡೆಯುತ್ತಾರೆ.,ಮಾಂತ್ರಿಕ ಘಂಟೆ ಹೊಡೆಯುತ್ತಾರೆ
ಕೂಲಿ,kūli,1,Shout/cry,ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ.,ಪರೋಪಕಾರಿ ಉದ್ದೇಶದಿಂದ ಕೂಲಿ ಮಾಡುತ್ತೆ
ಕೂಲಿ,kūli,1,Shout/cry,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು.,ನೋವಿನಿಂದ ಕೂಲಿ ಮಾಡಿದಾಳು
ಕೂಲಿ,kūli,2,Call out,ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ.,ಮಗುವನ್ನು ಕೂಲಿ ಮಾಡಿ
ಕೂಲಿ,kūli,2,Call out,ನನ್ನನ್ನು ಕೂಲಿ ಮಾಡಿದಾಳು.,ನನ್ನನ್ನು ಕೂಲಿ ಮಾಡಿದಾಳು
ಕೂಲಿ,kūli,3,Invite,ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ.,ಪಾರ್ಟಿಗೆ ಮಹತ್ತರ ಕೂಲಿ ಮಾಡಿದೆ
ಕೂಲಿ,kūli,3,Invite,ನಿನ್ನ ಸ್ನೇಹಿತರನ್ನು ಕೂಲಿ ಮಾಡೋ.,ನಿನ್ನ ಸ್ನೇಹಿತರನ್ನು ಕೂಲಿ ಮಾಡೋ
ಕಾಲೆ,kāle,1,Waste/spoil,ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ.,ಅನ್ನ ಕಾಲೆ ಮಾಡಬೇಡ
ಕಾಲೆ,kāle,1,Waste/spoil,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ.,ಅವಕಾಶ ಕಾಲೆ ಮಾಡಿದೆ
ಕಾಲೆ,kāle,2,Squander,ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ.,ಹಣ ಕಾಲೆ ಮಾಡುವುದು ನೀತಿಹೀನ
ಕಾಲೆ,kāle,2,Squander,ಪ್ರತಿಭೆ ಕಾಲೆ ಮಾಡಬೇಡ.,ಪ್ರತಿಭೆ ಕಾಲೆ ಮಾಡಬೇಡ
ಕಾಲೆ,kāle,3,Neglect,ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ.,ಅಧ್ಯಯನ ಕಾಲೆ ಮಾಡಿದೆ
ಕಾಲೆ,kāle,3,Neglect,ಪರಿವಾರ ಕಾಲೆ ಮಾಡುವುದು ಅನುಚಿತ.,ಪರಿವಾರ ಕಾಲೆ ಮಾಡುವುದು ಅನುಚಿತ
ವಹಿಸು,vahisu,1,Bear/carry,ಸೋವೆಯನ್ನು ವಹಿಸುವುದು ಭಾರೀ.,ಸೋವೆಯನ್ನು ವಹಿಸುವುದು ಭಾರೀ
ವಹಿಸು,vahisu,1,Bear/carry,ಹೊರೆ ವಹಿಸಿ ಹೋಗಿ.,ಹೊರೆ ವಹಿಸಿ ಹೋಗಿ
ವಹಿಸು,vahisu,2,Manage/handle (responsibility),ರಾಷ್ಟ್ರದ ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು ಕಷ್ಟ.,ರಾಷ್ಟ್ರದ ಜವಾಬ್ದಾರಿ ವಹಿಸುವುದು ಕಷ್ಟ
ವಹಿಸು,vahisu,2,Manage/handle (responsibility),ಪದ ವಹಿಸಿಕೊಂಡಿರುವ ಅಧಿಕಾರಿ.,ಪದ ವಹಿಸಿಕೊಂಡಿರುವ ಅಧಿಕಾರಿ
ವಹಿಸು,vahisu,3,Endure,ಸಂಕಟ ವಹಿಸುವುದು ಧೈರ್ಯದ ಲಕ್ಷಣ.,ಸಂಕಟ ವಹಿಸುವುದು ಧೈರ್ಯದ ಲಕ್ಷಣ
ವಹಿಸು,vahisu,3,Endure,ಹೊತ್ತುಕೊಂಡ ಮನೋವೇದನೆ ವಹಿಸಿ.,ಹೊತ್ತುಕೊಂಡ ಮನೋವೇದನೆ ವಹಿಸಿ
ಲೇ,lē,1,Pour/flow,ನೀರು ಲೇಯಿ.,ನೀರು ಲೇಯಿ
ಲೇ,lē,1,Pour/flow,ಆ ಸೂಪಿಗೆ ಈ ದ್ರವ್ಯ ಲೇಯಿ.,ಆ ಸೂಪಿಗೆ ಈ ದ್ರವ್ಯ ಲೇಯಿ
ಲೇ,lē,2,Spill,ಟೇಬಿಲ್ ಮೇಲೆ ನೀರು ಲೇದೆ.,ಟೇಬಿಲ್ ಮೇಲೆ ನೀರು ಲೇದೆ
ಲೇ,lē,2,Spill,ಹೊಡೆದಿದ್ದರಿಂದ ಹೆಣ್ಣಿನ ಲೋಹಿತ ಲೇದೆ.,ಹೊಡೆದಿದ್ದರಿಂದ ಹೆಣ್ಣಿನ ಲೋಹಿತ ಲೇದೆ
ಲೇ,lē,3,Spread/scatter,ಬೀಜ ಲೇಯಿ.,ಬೀಜ ಲೇಯಿ
ಲೇ,lē,3,Spread/scatter,ಪ್ರಕಾಶ ಲೇದೆ.,ಪ್ರಕಾಶ ಲೇದೆ
ನೇತೃತ್ವ,leadership/lead,1,Lead/guide (people),ಪಾರ್ಥ ಸೈನ್ಯವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,ಪಾರ್ಥ ಸೈನ್ಯವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು
ನೇತೃತ್ವ,leadership/lead,1,Lead/guide (people),ಈ ಪ್ರಯೋಗದಲ್ಲಿ ನಾನು ನೇತೃತ್ವ ಮಾಡುತ್ತೇನೆ.,ಈ ಪ್ರಯೋಗದಲ್ಲಿ ನಾನು ನೇತೃತ್ವ ಮಾಡುತ್ತೇನೆ
ನೇತೃತ್ವ,leadership/lead,2,Conduct (music/orchestra),ಶಿಲ್ಪಿ ಸಂಗೀತವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,ಶಿಲ್ಪಿ ಸಂಗೀತವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು
ನೇತೃತ್ವ,leadership/lead,2,Conduct (music/orchestra),ಆರ್ಕೆಸ್ಟ್ರಾ ನೇತೃತ್ವ ಮಾಡುವುದು ಕಾಂಡಕ್ಟರ್‌ನ ಕೆಲಸ.,ಆರ್ಕೆಸ್ಟ್ರಾ ನೇತೃತ್ವ ಮಾಡುವುದು ಕಾಂಡಕ್ಟರ್‌ನ ಕೆಲಸ
ನೇತೃತ್ವ,leadership/lead,3,Direct/head (organization),ಸಂಸ್ಥೆಯನ್ನು ನೇತೃತ್ವ ಮಾಡುವ ಜವಾಬ್ದಾರಿ.,ಸಂಸ್ಥೆಯನ್ನು ನೇತೃತ್ವ ಮಾಡುವ ಜವಾಬ್ದಾರಿ
ನೇತೃತ್ವ,leadership/lead,3,Direct/head (organization),ಯುವಕನು ಕಂಪನಿ ನೇತೃತ್ವ ಮಾಡಿದನು.,ಯುವಕನು ಕಂಪನಿ ನೇತೃತ್ವ ಮಾಡಿದನು
ಬೆಳೆ,beḷe,1,Grow/increase,ಮಗು ಬೆಳೆಯುತ್ತಿದೆ.,ಮಗು ಬೆಳೆಯುತ್ತಿದೆ
ಬೆಳೆ,beḷe,1,Grow/increase,ಆತನ ಉತ್ತರ ದಾಯಿತ್ವ ಬೆಳೆಯುತ್ತಿದೆ.,ಆತನ ಉತ್ತರ ದಾಯಿತ್ವ ಬೆಳೆಯುತ್ತಿದೆ
ಬೆಳೆ,beḷe,2,Raise/cultivate (crops),ಅನ್ನ ಬೆಳೆಯುವುದು ರೈತಿಕೆಯ ಪ್ರಧಾನ ಕೆಲಸ.,ಅನ್ನ ಬೆಳೆಯುವುದು ರೈತಿಕೆಯ ಪ್ರಧಾನ ಕೆಲಸ
ಬೆಳೆ,beḷe,2,Raise/cultivate (crops),ತರಕಾರಿ ಬೆಳೆಯಿರಿ.,ತರಕಾರಿ ಬೆಳೆಯಿರಿ
ಬೆಳೆ,beḷe,3,Develop,ಮಗುವಿನ ಮನ ಬೆಳೆಯುವುದು ಮುಖ್ಯ.,ಮಗುವಿನ ಮನ ಬೆಳೆಯುವುದು ಮುಖ್ಯ
ಬೆಳೆ,beḷe,3,Develop,ಶಕ್ತಿ ಬೆಳೆಸಿ.,ಶಕ್ತಿ ಬೆಳೆಸಿ
ನಕಲಿ,nakali,1,Fake/imitation,ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ.,ಆ ನಕಲಿ ಚಿತ್ರ ಅಸಾಧಾರಣ ಸಿದ್ಧಿ
ನಕಲಿ,nakali,1,Fake/imitation,ನಕಲಿ ಪಾಸ್‌ಪೋರ್ಟ್ ಜರಿಮಾನೆಗೆ ಸಾಧ್ಯ.,ನಕಲಿ ಪಾಸ್‌ಪೋರ್ಟ್ ಜರಿಮಾನೆಗೆ ಸಾಧ್ಯ
ನಕಲಿ,nakali,2,False/fraudulent,ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು.,ನಕಲಿ ಸಾಕ್ಷ್ಯ ನ್ಯಾಯಾಲಯದ ವಿರುದ್ಧ ರಿವಾಜು
ನಕಲಿ,nakali,2,False/fraudulent,ನಕಲಿ ವಾದ್ಯತೆ ನಿಖಿಲ ಎಲೆ ಪ್ರತಿ.,ನಕಲಿ ವಾದ್ಯತೆ ನಿಖಿಲ ಎಲೆ ಪ್ರತಿ
ನಕಲಿ,nakali,3,Counterfeit,ನಕಲಿ ನಾಣ್ಯ ಸಾಕಷ್ಟು ಪರಿಚಿತವಾಗಿದೆ.,ನಕಲಿ ನಾಣ್ಯ ಸಾಕಷ್ಟು ಪರಿಚಿತವಾಗಿದೆ
