target_word,sentence,model
ಗುರುತ್ವ,ಗುರುತ್ವ ಕಾಚು ಕೆಲಸ.,mbert
ಗುರುತ್ವ,ಗುರುತ್ವ ಸಮಸ್ಯೆ ಪರಿಹಾರ.,mbert
ಗುರುತ್ವ,ಗುರುತ್ವ ನಿರ್ಧಾರ ಕೆಳಗಿಳಿಸಲಾಯಿತು.,mbert
ಗುರುತ್ವ,ಗುರುತ್ವ ಕಾರ್ಯಭಾರ ತಿಳಿಸಲಾಯಿತು.,mbert
ಗುರುತ್ವ,ಗುರುತ್ವ ಸಂಜೆಯಲ್ಲಿ ಆರಾಧನೆ.,mbert
ಗುರುತ್ವ,ಗುರುತ್ವ ನೀತಿ ಅನುಷ್ಠಾನ.,mbert
ಜಲ,ನೀರಾಯ ಜಲ ಕುಡಿಯಿರಿ.,mbert
ಜಲ,ಜಲ ಬೆಳಗಿನ ಬಿಸಿಯಲ್ಲಿ ಕುದಿಯುತ್ತಿದೆ.,mbert
ಜಲ,ತೈಲಜಲ ಸಲ್ಯ ಹೀಲಿಂಗಿಗೆ ಉಪಯುಕ್ತ.,mbert
ಜಲ,ಕಷಾಯ ಜಲ ಔಷಧ.,mbert
ಜಲ,ಜಲದಲ್ಲಿ ಬೆನ್ನು ಬದ್ಧವಾಗುತ್ತಿದೆ.,mbert
ಜಲ,ಜಲ ತೂರುವ ಹೀನಾಭಿಮಾನ ನಿವಾರಿಸುವುದು ಕಷ್ಟ.,mbert
ಧರಣಿ,ಪುಷ್ಪಗಳ ಧರಣಿ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,mbert
ಧರಣಿ,ಧರಣಿ ಇಳಿಪಡಿಸುವ ಪದಾರ್ಥ.,mbert
ನಕಲಿ,ನಕಲಿ ನಾಣ್ಯ ಸಾಕಷ್ಟು ಪರಿಚಿತವಾಗಿದೆ.,mbert
ನಕಲಿ,ನಕಲಿ ವಸ್ತುವನ್ನು ವಿಕ್ರಯ ಮಾಡುವುದು ಅಪರಾಧ.,mbert
ನೀಡ,ಪ್ರಭುನ ನೀಡ ನೀತಿಸೋಪಾನದಲ್ಲಿ.,mbert
ನೀಡ,ಆತ್ಮನ ಚಿರಂತನ ನೀಡ ಅತೀಂದ್ರಿಯ.,mbert
ನೀಲ,ನೀಲ ಗಿಳಿ ಮಂಡಿರದ ಸ್ಕಂಧ.,mbert
ನೀಲ,ನೀಲ ರಂಗು ಧೌತ ಸಂಭೋಗ.,mbert
ನೇತೃತ್ವ,ಪಾರ್ಥ ಸೈನ್ಯವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,mbert
ನೇತೃತ್ವ,ಈ ಪ್ರಯೋಗದಲ್ಲಿ ನಾನು ನೇತೃತ್ವ ಮಾಡುತ್ತೇನೆ.,mbert
ನೇತೃತ್ವ,ಶಿಲ್ಪಿ ಸಂಗೀತವನ್ನು ನೇತೃತ್ವ ಮಾಡಿದರು.,mbert
ನೇತೃತ್ವ,ಆರ್ಕೆಸ್ಟ್ರಾ ನೇತೃತ್ವ ಮಾಡುವುದು ಕಾಂಡಕ್ಟರ್‌ನ ಕೆಲಸ.,mbert
ನೇತೃತ್ವ,ಸಂಸ್ಥೆಯನ್ನು ನೇತೃತ್ವ ಮಾಡುವ ಜವಾಬ್ದಾರಿ.,mbert
ನೇತೃತ್ವ,ಯುವಕನು ಕಂಪನಿ ನೇತೃತ್ವ ಮಾಡಿದನು.,mbert
ಪುಲ,ನದಿಯ ಮೇಲೆ ಹೊಸ ಪುಲ ನಿರ್ಮಾಣವಾಗುತ್ತಿದೆ.,mbert
ಪುಲ,ಪುಲ ದಾಟಿ ಹೋಗಿ.,mbert
ಪುಲ,ಬೆಸೆಯ ಪುಲ ಚೆಂದ ಸುವಾಸಿತವಾಗಿರುತ್ತವೆ.,mbert
ಪುಲ,ಹೂವಿನ ಪುಲ ನೋಡು.,mbert
ಪುಲ,ನವೆಂಬರ್ ಅವರಿಗೆ ಪುಲದ ತೂಟು ಕೊಟ್ಟರು.,mbert
ಪುಲ,ಮದುವೆಯ ಸಮಯದಲ್ಲಿ ಸುಂದರ ಪುಲದ ತೂಟು ನೋಡಲಾಯಿತು.,mbert
ಪೆರೆಲೆ,ಸೂರ್ಯನ ಪೆರೆಲೆ ಬೀಸುತ್ತಿದೆ.,mbert
ಪೆರೆಲೆ,ಮರದ ಪೆರೆಲೆಯಲ್ಲಿ ಕುಳಿತುಕೊಂಡೆ.,mbert
ಪೆರೆಲೆ,ನೀರಿನಲ್ಲಿ ಮುಖದ ಪೆರೆಲೆ ಕಾಣುತ್ತಿದೆ.,mbert
ಪೆರೆಲೆ,ಕನ್ನಡ ಸಂಸ್ಕೃತಿಯ ಪೆರೆಲೆ ಲೋಕವೆಲ್ಲಾ ಪಡೆದೆ.,mbert
ಪೆರೆಲೆ,ಆತನ ಮೇಲೆ ನಿರ್ದೋಷತೆಯ ಪೆರೆಲೆಯೂ ಇಲ್ಲ.,mbert
ಪೆರೆಲೆ,ಪೆರೆಲೆ ಪರಿಚಯ ನಾಶ ಮಾಡುತ್ತದೆ.,mbert
ಪ್ರಭು,ರವಿ ಪ್ರಭುಗಳು ಮುಖ್ಯ ಅಧಿಕಾರಿ.,mbert
ಪ್ರಭು,ಪ್ರಭುಗಳ ನಿರ್ದೇಶನ ನೋಡಿ ಕೆಲಸ ಮಾಡಿ.,mbert
ಪ್ರೀತಿ,ಪ್ರೀತಿ ಸುಗಂಧ ಹೃದಯ.,mbert
ಪ್ರೀತಿ,ಪ್ರೀತಿ ಸಂವಾದ ಆನಂದ.,mbert
ಬೀಜ,ತರಕಾರಿಯ ಬೀಜ ಲೋಳೆ.,mbert
ಬೀಜ,ಬೀಜ ಬಿತ್ತಬೇಕು ವರ್ಷ ಸುಮಾರು.,mbert
ಬೀಜ,ಆ ಕಲುಷತೆಯ ಬೀಜ ಕುರೂರತೆ.,mbert
ಬೀಜ,ಚಿಂತೆ ಎಲ್ಲ ಸಮಸ್ಯೆಯ ಬೀಜ.,mbert
ಬೀಜ,ಗುರುವು ಗುಪ್ತ ಬೀಜ ಪ್ರದಾನ ಮಾಡಿದರು.,mbert
ಬೀಜ,ಈ ಯಂತ್ರದ ಬೀಜ ತಿಳಿದರೆ ಸಾಧನೆ ಮಾಡಬಹುದು.,mbert
ಬೋಳ,ಬೋಳ ಮಸ್ತಿಷ್ಕ ಶಿಕ್ಷೆ ಪಡೆಯಲು ಸಾಧ್ಯ.,mbert
ಬೋಳ,ಬೋಳ ಸಮಝಿಸುವ ಶಕ್ತಿ ಕ್ಷೀಣ.,mbert
ಬೋಳ,ಈ ಬೋಳ ಬಟ್ಟೆ ಹಾಕುವೆ ಅದೇ.,mbert
ಬೋಳ,ಆ ಬೋಳ ಕುರುಡೆ ಹಾಗೆ ಕೆಲಸ ಮಾಡುತ್ತಾನೆ.,mbert
ಬೋಳ,Diverse contexts for each sense,mbert
ಬೋಳ,"Mix of everyday, literary, and formal usage",mbert
ಬೋಳ,Real-world applicability,mbert
ಭಕ್ತ,ಪ್ರಭುದ ಭಕ್ತರು ಧರ್ಮವನ್ನು ಪೋಷಿಸಿದರು.,mbert
ಭಕ್ತ,ನಿಜನಾದ ಭಕ್ತರು ಸತ್ತರನ್ನು ಒಂದೆಡೆ ಮಾಡುತ್ತಾರೆ.,mbert
ಮಾಡು,ರೋಗಿಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಿ.,mbert
ಮಾಡು,ಸಮಸ್ಯೆಯನ್ನು ಸರಿಯಾಗಿ ಮಾಡಬೇಕು.,mbert
ಮುಕ್ತ,ಪ್ರಾಣಿ ಮೋಕ್ಷದಿಂದ ಮುಕ್ತನಾದನು.,mbert
ಮುಕ್ತ,ಶರೀರದ ಬಂಧನೆಯಿಂದ ಮುಕ್ತ ಪುರುಷ.,mbert
ರಸ,ರೇಸ ರಸದ ಎಳೆ ಮಧುರ.,mbert
ರಸ,ನಟನ ಅಭಿನಯ ರಸವನ್ನು ಹೃದಯಕ್ಕೆ ಸೇರಿಸುತ್ತದೆ.,mbert
ರಸ,ಕ್ಷಿತಿಜರ ನೃತ್ಯ ಏಕ ರಸದಿಂದ ತುಂಬಿತ್ತು.,mbert
