pair_id,target_word,pos,sentence1,sentence2,synset_1,synset_2,label,split
v2_00150,ಸಮೂಹ,noun,ಹೊಲದಲ್ಲಿ ಪ್ರಾಣಿ ಸಮೂಹ ಸೇರಿಕೊಂಡು ಅಸ್ತವ್ಯಸ್ತ ಮಾಡಿತು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮೂಹ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ಕಾರ್ಯ ಅಥವಾ ಉದ್ದೇಶದ ಸಿದ್ಧಿಗಾಗಿ ಕೂಡಿರುವ ಜನರ ಸಮೂಹ,10729,4077,0,train
v2_00151,ಅಧಿಕೃತ,adjective,ಈ ವಾಕ್ಯದಲ್ಲಿ ಅಧಿಕೃತ ಎಂಬ ಪದದ ಅರ್ಥ ಮಾತು ಮತ್ತು ನಿರ್ದೇಶನಗಳಲ್ಲಿ ತನಗೆ ಇರುವ ಅಧಿಕಾರವನ್ನು ಬಳಸಿಕೊಳ್ಳುವ ಗುಣ,ಅಧಿಕೃತವಾಗಿ ಪಡೆದ ಜಮೀನನ್ನು ಹಿಂದಿರುಗಿಸಬೇಕೆಂದು ಸರ್ಕಾರ ಆದೇಶ ನೀಡಿದೆ.,1810,2746,0,train
v2_00152,ಆರಿಸು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಆರಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಒಳೆಯ ಅಥವಾ ಕೆಲಸಕ್ಕೆ ಬರುವ ವಸ್ತುಗಳನ್ನು ಬೇರೆ ಇಡುವ ಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಆರಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಹೊತ್ತಿಕೊಂಡಿರುವ ಬೆಂಕಿಯನ್ನು ಆರಿಸುವುದು ಅಥವಾ ಶಾಂತಗೊಳಿಸುವುದು,12055,7300,0,train
v2_00153,ಬಲೆ,noun,"ಬಲೆ ಕುರಿತು ಕ್ರೋಶ, ಸೂಚಿ ಮೊದಲಾದವುಗಳಿಂದ ನೇಯುವ ಒಂದು ಕ್ರಮ","ಬಲೆ ಕುರಿತು ಬಟ್ಟೆ, ದಾರ, ನೂಲು ಅಥವಾ ಹಗ್ಗ ಮೊದಲಾದವುಗಳಿಂದ ಹೆಣೆದು ಮಾಡಿವಂತಹ ವಸ್ತು",13950,27443,0,train
v2_00154,ಕಠಿಣವಾದ,adjective,ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಠಿಣವಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಸುಲಭವಿಲ್ಲ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಠಿಣವಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದು ಇನ್ನೊಂದಕ್ಕೆ ಸೇರಿಸಿ ಗಂಟು ಹಾಕಿಕೊಂಡಿರುವಂತಹ,11241,26844,0,train
v2_00155,ಸಮೂಹ,noun,ಸಮೂಹ ಕುರಿತು ನ್ಯಾಯಯುತವಾದ ಕಾರ್ಯದಲ್ಲಿ ಭಾಗಿಯಾದ ವ್ಯಕ್ತಿ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮೂಹ ಎಂಬ ಪದದ ಅರ್ಥ ನ್ಯಾಯಯುತವಾದ ಕಾರ್ಯದಲ್ಲಿ ಭಾಗಿಯಾದ ವ್ಯಕ್ತಿ,27132,27132,1,train
v2_00156,ಅಧಿಕೃತ,adjective,ನಾವು ಯಾವುದೇ ವಿಷಯವನ್ನು ಗ್ರಹಿಸಬೇಕಾದರೆ ನಮ್ಮ ಅಧಿಕೃತ ಭಾಷೆಯಿಂದ ಮಾತ್ರ ಚನ್ನಾಗಿ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳಲು ಸಾಧ್ಯ.,ಅಧಿಕೃತ ಕುರಿತು ಯಾವುದೋ ಒಂದು ಮಾತು ಅಥವಾ ಕೆಲಸಕ್ಕೆ ಆಧಾರದ ರೂಪದಲ್ಲಿ ಇರುವ,32940,32940,1,train
v2_00157,ನೀಚ,adjective,ನೀಚ ಕುರಿತು ಕೆಟ್ಟ ಚರಿತ್ರೆಯನ್ನು ಹೊಂದಿರುವವ,ಈ ವಾಕ್ಯದಲ್ಲಿ ನೀಚ ಎಂಬ ಪದದ ಅರ್ಥ ಕೆಟ್ಟ ಅಥವಾ ವಿಪರೀತದ,13177,4634,0,train
v2_00158,ಒಣಗಿದ,adjective,ಒಣಗಿದ ಕುರಿತು ಯಾವುದು ಒಣಗಿ ಹೋಗಿದೆಯೋ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಒಣಗಿದ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದು ಒಣಗಿ ಹೋಗಿದೆಯೋ,12849,12849,1,train
v2_00159,ಗಂಟು,noun,ಗಂಟು ಕುರಿತು ತುಂಡಾದ ಆ ಭಾಗವನ್ನು ಯಾವುದಾದರು ವಸ್ತುವಿನೊಂದಿಗೆ ಜೋಡಿಸಬೇಕು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಗಂಟು ಎಂಬ ಪದದ ಅರ್ಥ ತುಂಡಾದ ಆ ಭಾಗವನ್ನು ಯಾವುದಾದರು ವಸ್ತುವಿನೊಂದಿಗೆ ಜೋಡಿಸಬೇಕು,21840,21840,1,train
v2_00160,ಆರಿಸು,verb,ಆರಿಸು ಕುರಿತು ಉರಿಯುತ್ತಿರುವ ವಸ್ತುವನ್ನು ನೀರು ಹಾಕಿ ಆರಿಸುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಆರಿಸು ಎಂಬ ಪದದ ಅರ್ಥ ಉರಿಯುತ್ತಿರುವ ವಸ್ತುವನ್ನು ನೀರು ಹಾಕಿ ಆರಿಸುವ ಪ್ರಕ್ರಿಯೆ,14104,14104,1,train
v2_00161,ದಂಡ,noun,"ದಂಡ ಕುರಿತು ಯಾವುದೇ ಪ್ರಕಾರದ ಅಪರಾಧ, ದೋಷ ಅಥವಾ ಮರೆವಿನಿಂದ ದಂಡದ ರೂಪದಲ್ಲಿ ನೀಡುವಂತಹ ಹಣ","ಈ ವಾಕ್ಯದಲ್ಲಿ ದಂಡ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೇ ಪ್ರಕಾರದ ಅಪರಾಧ, ದೋಷ ಅಥವಾ ಮರೆವಿನಿಂದ ದಂಡದ ರೂಪದಲ್ಲಿ ನೀಡುವಂತಹ ಹಣ",35810,35810,1,train
v2_00162,ಸಮಯ,noun,ಸಮಯ ಕುರಿತು ಊಟವನ್ನು ಮಾಡುವುದಕ್ಕಾಗಿ ನಿಶ್ಚಿತವಾದ ಸಮಯ,ಸಮಯ ಕುರಿತು ಸಮಯದ ಕಳೆಯುತಿದಂತೆ ಯಾರೋ ಒಬ್ಬರ ಜೀವನ ಕೂಡ ಬದಲಾಗುತ್ತಾ ಹೋಗುತ್ತದೆ,13353,27698,0,train
v2_00163,ಅಧಿಕೃತ,adjective,ಅವನು ಅಧಿಕೃತ ಆಜ್ಞೆಯನ್ನು ಹೊರಡಿಸಿದ.,ಅಧಿಕೃತ ಕುರಿತು ಅಧಿಕಾರಯುತ್ತತೆಗೆ ಸಂಬಂಧಿಸಿದ,22569,22569,1,train
v2_00164,ವರ್ಗ,noun,ನಮ್ಮ ಸಮಾಜ ಹಲವಾರು ಸಣ್ಣ-ಪುಟ್ಟ ವರ್ಗದಿಂದ ರಚಿಲಾಗಿದೆ.,ವರ್ಗ ಕುರಿತು ಸಮಸ್ತ ವರ್ಗ ಅಥವಾ ಸಮೂಹದ ಯಾವುದೋ ಒಂದು ಅಂಗ ಅಥವಾ ಒಂದು ಭಾಗವೆಂದು ವಿಷ್ಲೇಶಣೆ ಮಾಡುಲು ಯಾವುದೇ ಪ್ರಕಾರ ಭಿನ್ನ ಮತ್ತು ಸ್ವತಂತ್ರವೆಂದು ನಂಬುವರು ಅಥವಾ ತಿಳಿಯುವರು,8539,8539,1,train
v2_00165,ಹೊಡೆ,verb,ಇಂದು ಸಚ್ಚಿನ್ ಶತಕವನ್ನು ಹೊಡೆದನು.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ಪೂರ್ಣಗೊಳಿಸುವುದು ಅಥವಾ ಮಾಡುವುದು,35499,35499,1,train
v2_00166,ಮಾಡು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮಾಡು ಎಂಬ ಪದದ ಅರ್ಥ ಜನರು ವಿದ್ಯಾಭ್ಯಾಸ ಮಾಡಿ ಒಂದು ಹಂತಕ್ಕೆ ತಲುಪುವ ಪ್ರಕ್ರಿಯೆ,ಮಾಡು ಕುರಿತು ಯಾವುದೋ ಒಂದು ಲೋಹಕ್ಕೆ ಆಕಾರ ನೀಡು ಅಥವಾ ಉಪಯೋಗಿಸುವಂತೆ ಮಾಡು ಅಥವಾ ಸುಧಾರಣೆ ಅಥವಾ ಉನ್ನತವಾಗಿ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ,11879,27688,0,train
v2_00167,ನೀಚ,adjective,ಈ ವಾಕ್ಯದಲ್ಲಿ ನೀಚ ಎಂಬ ಪದದ ಅರ್ಥ ನೀಚ ಮತ್ತು ದುಷ್ಟ,ಈ ವಾಕ್ಯದಲ್ಲಿ ನೀಚ ಎಂಬ ಪದದ ಅರ್ಥ ಅರ್ಥದ ಬಗ್ಗೆ ಗಮನ ಹರಿಸದೆ ಇರುವುದು ಅಥವಾ ಸಂದರ್ಭವನ್ನು ನೋಡದೆ ತಿರುಗಿ ಹೇಳದ ವ್ಯಕ್ತಿ,2704,36471,0,train
v2_00168,ಮುರಿ,verb,ಮುರಿ ಕುರಿತು ಚಟ್ ಎಂಬ ಶಬ್ಧವನ್ನು ಉತ್ಪತ್ತಿ ಮಾಡುತ್ತಾ ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಒಡೆಯುವ ಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುರಿ ಎಂಬ ಪದದ ಅರ್ಥ ಚಟ್ ಎಂಬ ಶಬ್ಧವನ್ನು ಉತ್ಪತ್ತಿ ಮಾಡುತ್ತಾ ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಒಡೆಯುವ ಕ್ರಿಯೆ,35383,35383,1,train
v2_00169,ಸಮೂಹ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮೂಹ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾರದ್ದಾದರೂ ಪುತ್ರಿ ಅಥವಾ ಪುತ್ರ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮೂಹ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ಕಾರ್ಯ ಅಥವಾ ಉದ್ದೇಶದ ಸಿದ್ಧಿಗಾಗಿ ಕೂಡಿರುವ ಜನರ ಸಮೂಹ,3645,4077,0,train
v2_00170,ಮುಚ್ಚು,verb,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುಚ್ಚು ಎಂಬ ಪದದ ಅರ್ಥ ದ್ವಾರ,ಬಾಯಿ ಇತ್ಯಾದಿಗಳಿಗೆ ಏನನ್ನಾದರು ಅಡ್ಡವಿಟ್ಟು ಅದನ್ನು ಮುಚ್ಚುವ ಪ್ರಕ್ರಿಯೆ",ಮುಚ್ಚು ಕುರಿತು ಕಣ್ಣು ತಪ್ಪಿಸು ಅಥವಾ ಇನ್ನೊಬ್ಬರ ದೃಷ್ಟಿಯಿಂದ ತಪ್ಪಿಸುವುದು,12446,5275,0,train
v2_00171,ಶಕ್ತಿ,noun,ಶಕ್ತಿ ಕುರಿತು ಯಾವುದನ್ನಾದರೂ ಸಹಿಸಿಕೊಳ್ಳುವ ಅಥವಾ ಧಾರಣ ಮಾಡಿಕೊಳ್ಳಲು ಇರುವ ಶಕ್ತಿ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಶಕ್ತಿ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದಾದರು ಕಥನ ಅಥವಾ ಪಕ್ಷವನ್ನು ಸರಿಪಡಿಸುವ ಕ್ರಿಯೆ,1971,25149,0,train
v2_00172,ಶಕ್ತಿ,noun,ಶಕ್ತಿ ಕುರಿತು ಯಾವುದೋ ಒಂದನ್ನು ಮಾಡಲು ಇರುವ ಸಾಮರ್ಥ್ಯ,"ಚಲನಶಕ್ತಿ, ಅಂತಸ್ಥ ಶಕ್ತಿ, ಶಾಖೋತ್ಪನ್ನ ಶಕ್ತಿ, ಗುರುತ್ವ ಶಕ್ತಿ, ಶಾಬ್ದಿಕ ಶಕ್ತಿ, ಬೆಳಕಿನ ಶಕ್ತಿ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಶಕ್ತಿ ಮತ್ತು ವಿದ್ಯುತ್ಕಾಂತೀಯ ಶಕ್ತಿ - ಹೀಗೆ ಶಕ್ತಿಯಲ್ಲಿ ಹತ್ತು ಹಲವು ರೂಪಗಳಿವೆ",21003,21003,1,train
v2_00173,ವರ್ಗ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ವರ್ಗ ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದೇ ಬಾರಿಗೆ ಡಿಗ್ರಿ ಪಡೆಯುವ ವಿದ್ಯಾರ್ಥಿಗಳ ಸಮೂಹ,"ವರ್ಗ ಕುರಿತು ಜೀವ-ಜಂತುಗಳ ಆಕೃತಿ, ಗಾತ್ರ ಮೊದಲಾದವುಗಳ ಆಧಾರದ ಮೇಲೆ ವಿಭಾಗಿಸಿರುವುದು",27697,5573,0,train
v2_00174,ವರ್ಗ,noun,ಭಾರತೀಯ ಲಿಪಿಗಳಲ್ಲಿ ವರ್ಗೀಯ ವ್ಯಂಜನಗಳಲ್ಲಿ ವರ್ಗಗಳನ್ನು ಆ ವರ್ಗದ ಮೊದಲ ವ್ಯಂಜನದ ಹೆಸರಿನಲ್ಲಿ ಕರೆಯುತ್ತಾರೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ವರ್ಗ ಎಂಬ ಪದದ ಅರ್ಥ ಉಚ್ಚಾರಣ್ಮಕ ಧ್ವನಿವಿಜ್ಞಾನದಲ್ಲಿ ಒಂದು ಸ್ಥಾನದಿಂದ ಉಚ್ಚರಿಸಲ್ಪಡುವ ಸ್ಪರ್ಶ ಧ್ವನಿ (ತಡೆ ಧ್ವನಿ) ಮತ್ತು ಅನುನಾಸಿಕ ಧ್ವನಿಗಳ ಸಮೂಹ,12492,12492,1,train
v2_00175,ಹಾನಿ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಾನಿ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೇ ವ್ಯಾಪಾರದಲ್ಲಿ ಆಗುವ ನಷ್ಟ,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಹಾನಿ ಎಂಬ ಪದದ ಅರ್ಥ ಕೆಲಸ, ಪ್ರಗತಿ, ಮಾರ್ಗ ಮುಂತಾದವುಗಳಲ್ಲಿ ಎದ್ದು ನಿಲ್ಲುವ ಅಥವಾ ಬರುವ ಅಡಚಣೆ",2246,2524,0,train
v2_00176,ಶಕ್ತಿ,noun,ಪ್ರಾಚೀನ ಕಾಲದಿಂದಲ್ಲೂ ಶಕ್ತಿ ದೇವತೆಯ ಉಪಾಸನೆ ನಡೆಯುತ್ತಾ ಬಂದಿದೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಶಕ್ತಿ ಎಂಬ ಪದದ ಅರ್ಥ ಮಂತ್ರ-ತಂತ್ರದಲ್ಲಿ ವರ್ಣಿತವಾಗುವ ಒಂದು ಅಧಿದೇವತೆ ಅವಳನ್ನು ಉಪಾಸನೆಮಾಡುವವರು ಶಕ್ತಿದೇವತೆ ಎಂದು ಹೇಳುತ್ತಾರೆ,2960,2960,1,train
v2_00177,ತೆಗೆ,verb,ತೆಗೆ ಕುರಿತು ಕಟ್ಟಿರುವ ಗಂಟು ಮುಂತಾದುವಗಳನ್ನು ಬಿಚ್ಚುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ತೆಗೆ ಎಂಬ ಪದದ ಅರ್ಥ ಕಟ್ಟಿರುವ ಗಂಟು ಮುಂತಾದುವಗಳನ್ನು ಬಿಚ್ಚುವ ಪ್ರಕ್ರಿಯೆ,12232,12232,1,train
v2_00178,ಓಡಿಸು,verb,ಓಡಿಸು ಕುರಿತು ಓಡಿಸುವ ಕೆಲಸವನ್ನು ಬೇರೆಯವರಿಂದ ಮಾಡಿಸುವ ಪ್ರಕ್ರಿಯೆ,ಓಡಿಸು ಕುರಿತು ಇನ್ನೊಬ್ಬರಿಗೆ ತ್ರಾಸಕೊಡುವ ಪ್ರವೃತ್ತಿ ಮಾಡುವುದು,20481,37431,0,train
v2_00179,ಹಗ್ಗ,noun,ಹಗ್ಗವನ್ನು ಬಳಸಿ ಬಾವಿಯಿಂದ ನೀರನ್ನು ಸೇದುತ್ತಾರೆ.,ಹಗ್ಗ ಕುರಿತು ಸೆಣಬು/ನಾರಿನ ದಾರ,3827,8330,0,train
v2_00180,ಹೊಡೆ,verb,ಹೊಡೆ ಕುರಿತು ಯಾವುದೋ ಒಂದು ತುಂಬಿ ಹೋದ ಕಾರಣ ಅದರ ಆವರಣ ಹೊಡೆದು ಹೋಗುವ ಪ್ರಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದು ತುಂಬಿ ಹೋದ ಕಾರಣ ಅದರ ಆವರಣ ಹೊಡೆದು ಹೋಗುವ ಪ್ರಕ್ರಿಯೆ,19122,19122,1,train
v2_00181,ಕಟ್ಟು,noun,ಈ ಚಿತ್ರಫಲಕದ ಕಟ್ಟು ಎಲ್ಲಿದೆ?,"ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಟ್ಟು ಎಂಬ ಪದದ ಅರ್ಥ ಹಗ್ಗ, ನೂಲು ಮೊದಲಾದವುಗಳ ಬಲೆ ಮಧ್ಯೆದಲ್ಲಿ ಸಿಕ್ಕಿಕೊಳ್ಳುವ ಜೀವಿ ಬಂಧನಕ್ಕೊಳ್ಳಗಾಗುತ್ತದೆ ಮತ್ತು ಬಲೆಯನ್ನು ಗಟ್ಟಿಯಾಗಿ ಕಟ್ಟುವುದರಿಂದ ಪ್ರಾಯಶಃ ಸತ್ತು ಹೋಗುತ್ತದೆ",36947,7019,0,train
v2_00182,ವರ್ಗ,noun,ಭಾರತೀಯ ಲಿಪಿಗಳಲ್ಲಿ ವರ್ಗೀಯ ವ್ಯಂಜನಗಳಲ್ಲಿ ವರ್ಗಗಳನ್ನು ಆ ವರ್ಗದ ಮೊದಲ ವ್ಯಂಜನದ ಹೆಸರಿನಲ್ಲಿ ಕರೆಯುತ್ತಾರೆ.,"ಈ ವಾಕ್ಯದಲ್ಲಿ ವರ್ಗ ಎಂಬ ಪದದ ಅರ್ಥ ಜೀವ-ಜಂತುಗಳ ಆಕೃತಿ, ಗಾತ್ರ ಮೊದಲಾದವುಗಳ ಆಧಾರದ ಮೇಲೆ ವಿಭಾಗಿಸಿರುವುದು",12492,5573,0,train
v2_00183,ಮುಚ್ಚು,verb,ಮುಚ್ಚು ಕುರಿತು ಕಣ್ಣು ತಪ್ಪಿಸು ಅಥವಾ ಇನ್ನೊಬ್ಬರ ದೃಷ್ಟಿಯಿಂದ ತಪ್ಪಿಸುವುದು,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುಚ್ಚು ಎಂಬ ಪದದ ಅರ್ಥ ಕಣ್ಣು ತಪ್ಪಿಸು ಅಥವಾ ಇನ್ನೊಬ್ಬರ ದೃಷ್ಟಿಯಿಂದ ತಪ್ಪಿಸುವುದು,5275,5275,1,train
v2_00184,ಮುರಿ,verb,ಮಗುವಿನ ಒಂದು ಹಲ್ಲು ಮುರಿದು ಹೋಯಿತು.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುರಿ ಎಂಬ ಪದದ ಅರ್ಥ ಯಾವುದೋ ಒಂದು ಭಿನ್ನವಾಗುವ ಅಥವಾ ಭೇರೆಯಾಗುವ ಪ್ರಕ್ರಿಯೆ,12516,12516,1,train
v2_00185,ಓಡಿಸು,verb,ಓಡಿಸು ಕುರಿತು ತುಂಬಾ ತ್ರಾಸ ಅಥವಾ ಪೀಡಿಸಿದಂತಹ,ಓಡಿಸು ಕುರಿತು ಯಾರನ್ನಾದರೂ ಯಾವುದಾದರು ಕೆಲಸವನ್ನು ಮಾಡುವುದಕ್ಕಾಗಿ ಬೇಗನೆ ಕಳುಹಿಸು,37432,9173,0,train
v2_00186,ಕಠಿಣವಾದಂತ,adjective,ಕಠಿಣವಾದಂತ ಕುರಿತು ಯಾವುದು ಬಹು ಬೇಗನೆ ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಸಾಧ್ಯವಿಲ್ಲವೋ,ಕಠಿಣವಾದಂತ ಕುರಿತು ಯಾವುದು ಅಧಿಕಾ ಪ್ರಮಾಣದಲ್ಲಿ ಇರುವ ಕಾರಣದಿಂದ ಅದನ್ನು ಸಹಿಸಿಕೊಳ್ಳುವುದು ಕಠಿಣವಾಗಿರುತ್ತದೆಯೋ,23070,38348,0,train
v2_00187,ಹೊಡೆ,verb,ದೇವಾಲಯದಲ್ಲಿ ಘಂಟೆ ಹೊಡೆಯುತ್ತಿದ್ದಾರೆ.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ವಾದ್ಯಗಳನ್ನು ಬಾರಿಸಿದಾಗ ಅದರಿಂದ ಹೊರಬರುವ ಧ್ವನಿ,9582,9582,1,train
v2_00188,ಹೇಳು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೇಳು ಎಂಬ ಪದದ ಅರ್ಥ ವಿಸ್ತಾರ ಪೂರ್ವಕವಾಗಿ ಏನನ್ನಾದರೂ ಹೇಳುವುದು,"ಹೇಳು ಕುರಿತು ಯಾವುದಾದರು ಕಾರ್ಯದ ಆಕಾರ, ಪ್ರಕಾರ ಅಥವಾ ವಿಧಿ ಮೊದಲಾದವುಗಳ ತಿಳುವಳಿಕೆಯನ್ನು ನೀಡುವುದು",4899,7106,0,train
v2_00189,ಜಾಲ,noun,"ಜಾಲ ಕುರಿತು ತಂತಿ ಅಥವಾ ದಾರದಿಂದ ಮಾಡಿರುವ ಜಾಲದಿಂದ ಮೀನುಗಳು, ಹಕ್ಕಿಗಳನ್ನು ಹಿಡಿಯಲು ಬಳಸುವರು","ಈ ವಾಕ್ಯದಲ್ಲಿ ಜಾಲ ಎಂಬ ಪದದ ಅರ್ಥ ತಂತಿ ಅಥವಾ ದಾರದಿಂದ ಮಾಡಿರುವ ಜಾಲದಿಂದ ಮೀನುಗಳು, ಹಕ್ಕಿಗಳನ್ನು ಹಿಡಿಯಲು ಬಳಸುವರು",600,600,1,train
v2_00190,ಮುಚ್ಚು,verb,ಮುಚ್ಚು ಕುರಿತು ನೆರಳಿಗಾಗಿ ಯಾವುದಾದರು ಸ್ಥಾನದ ಮೇಲ್ಬಾಗದಲ್ಲಿ ಯಾವುದಾದರು ವಸ್ತ್ರವನ್ನು ಹೊದಿಸುವ ಅಥವಾ ಹಾಸುವ ಕ್ರಿಯೆ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುಚ್ಚು ಎಂಬ ಪದದ ಅರ್ಥ ನೆರಳಿಗಾಗಿ ಯಾವುದಾದರು ಸ್ಥಾನದ ಮೇಲ್ಬಾಗದಲ್ಲಿ ಯಾವುದಾದರು ವಸ್ತ್ರವನ್ನು ಹೊದಿಸುವ ಅಥವಾ ಹಾಸುವ ಕ್ರಿಯೆ,34298,34298,1,train
v2_00191,ಹೊಡೆ,verb,ಅರ್ಜುನ ಬಿಟ್ಟ ಬಾಣವು ನೇರವಾಗಿ ಮೀನಿನ ಕಣ್ಣಿಗೆ ಹೋಗಿ ಹೊಡೆಯಿತು.,ಈ ವಾಕ್ಯದಲ್ಲಿ ಹೊಡೆ ಎಂಬ ಪದದ ಅರ್ಥ ಸರಿಯಾದ ಜಾಗಕ್ಕೆ ಗುರಿಯನ್ನು ಇಟ್ಟು ಹೊಡೆಯುವ ಪ್ರಕ್ರಿಯೆ,36669,36669,1,train
v2_00192,ಸಮೂಹ,noun,ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮೂಹ ಎಂಬ ಪದದ ಅರ್ಥ ಜೀವ ವಿಜ್ಞಾನದಲ್ಲಿ ಸಜೀವಿಗಳ ದೊಡ್ಡ ಐದು ವಿಭಾಗ ಅಥವಾ ಸಜೀವಿಗಳ ತುಂಬಾ ಎತ್ತರದ ಸ್ತರದ ಮೇಲೆ ಮಾಡುವ ವರ್ಗೀಕರಣ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಸಮೂಹ ಎಂಬ ಪದದ ಅರ್ಥ ನ್ಯಾಯಯುತವಾದ ಕಾರ್ಯದಲ್ಲಿ ಭಾಗಿಯಾದ ವ್ಯಕ್ತಿ,26689,27132,0,train
v2_00193,ಮುಚ್ಚು,verb,ಈ ವಾಕ್ಯದಲ್ಲಿ ಮುಚ್ಚು ಎಂಬ ಪದದ ಅರ್ಥ ಕಣ್ಣು ತಪ್ಪಿಸು ಅಥವಾ ಇನ್ನೊಬ್ಬರ ದೃಷ್ಟಿಯಿಂದ ತಪ್ಪಿಸುವುದು,ಮುಚ್ಚು ಕುರಿತು ಯಾವುದಾದರು ವಸ್ತುವನ್ನು ಮುಚ್ಚಿಡುವ ಅಥವಾ ಅಡಗಿಸಿಡುವ ಪ್ರಕ್ರಿಯೆ,5275,8956,0,train
v2_00194,ಜ್ಞಾನ,noun,ಚೈತನ್ಯತೆಯು ಜೀವನದ ಲಕ್ಷಣ./ಶ್ಯಾಮನಲ್ಲಿ ಜ್ಞಾನದ ಕೊರತೆ ಇದೆ.,ಜ್ಞಾನ ಕುರಿತು ಆ ಮಾತು ಮುಂತಾದವು ಯಾರನ್ನಾದರೂ ಯಾವುದಾದರು ವಿಷಯದ ಜ್ಞಾನ ಅಥವಾ ಪರಿಚಯವನ್ನು ಮಾಡುವುದಕ್ಕೋಸ್ಕರ ಮಾತನಾಡಲಾಗುತ್ತದೆ,3382,3649,0,train
v2_00195,ಹಗ್ಗ,noun,ಈ ಮಂಚದ ಹೆಣಿಕೆಯನ್ನು ಕಟ್ಟುವ ಹಗ್ಗ ಸಡಿಲವಾಗಿದೆ.,ಹಗ್ಗ ಕುರಿತು ಹೊರಸು ಅಥವಾ ಮಂಚದ ಹೆಣಿಕೆ ಬಿಗಿಯುವ ಹಗ್ಗ,2670,2670,1,train
v2_00196,ಕಠಿಣವಾದ,adjective,ಕಠಿಣವಾದ ಕುರಿತು ಒಂದು ಇನ್ನೊಂದಕ್ಕೆ ಸೇರಿಸಿ ಗಂಟು ಹಾಕಿಕೊಂಡಿರುವಂತಹ,ಈ ವಾಕ್ಯದಲ್ಲಿ ಕಠಿಣವಾದ ಎಂಬ ಪದದ ಅರ್ಥ ಒಂದು ಇನ್ನೊಂದಕ್ಕೆ ಸೇರಿಸಿ ಗಂಟು ಹಾಕಿಕೊಂಡಿರುವಂತಹ,26844,26844,1,train
